,Type,Primary wire,width primary,height primary,Secondary wire,width secondary,height secondary,Stack mm,Tongue mm,wl mm,ww mm,Total Built,Core Loss,Copper Loss,Temperature rise Cu,Temperature rise Fe,Core weight,Conductor weight,Cost,Primary turns,Secondary turns,MTL Primary,MTL Secondary,TPL Primary,TPL Secondary,Length primary,Length secondary,Resistance primary,Resistance secondary,Cu surface area,Core surface area,Weight of Cu kg,Weight of Fe
3444,S/U,5x3,5.3,3.3,5x3,5.3,3.3,150.0,180.0,165.0,20.0,11.2,223.68878999999998,58.8074102079395,36.35067010375473,35.370053202990185,149.12586,5.74833,42742.3785,31,31,69,71,31,31,2139,2201,0.023956799999999997,0.024651199999999998,1236.84,4863.0,5.74833,149.12586
4239,S/U,5x3,5.3,3.3,5x3,5.3,3.3,170.0,180.0,120.0,25.0,18.2,225.73161,55.24373534971644,40.65334855299596,36.31022486165639,150.48774,5.399986499999999,42751.922175,27,27,74,77,22,22,1998,2079,0.022377599999999997,0.023284799999999998,1014.72,4754.0,5.399986499999999,150.48774
5202,S/U,5x3,5.3,3.3,5x3,5.3,3.3,265.0,135.0,125.0,20.0,11.2,227.36586599999998,52.3575652173913,36.058443739187574,37.9920719540472,151.57724399999998,5.117868,42756.285599999996,23,23,83,85,23,23,1909,1955,0.0213808,0.021896,1112.0,4533.0,5.117868,151.57724399999998
4781,S/U,5x3,5.3,3.3,5x3,5.3,3.3,195.0,155.0,155.0,20.0,11.2,226.39552650000002,54.146177693761814,34.250525562057156,37.26825674291119,150.930351,5.292701999999999,42760.65465,27,27,73,75,29,29,1971,2025,0.0220752,0.02268,1223.88,4620.0,5.292701999999999,150.930351
3895,S/U,5x3,5.3,3.3,5x3,5.3,3.3,160.0,185.0,125.0,25.0,18.2,225.07336800000002,56.53099432892249,40.455995330964384,35.8432756116731,150.048912,5.525813999999999,42761.7513,28,28,73,76,23,23,2044,2128,0.022892799999999998,0.023833599999999996,1044.5,4815.0,5.525813999999999,150.048912
4488,S/U,5x3,5.3,3.3,5x3,5.3,3.3,180.0,165.0,150.0,20.0,11.2,225.83375099999995,55.392786389413985,36.23826151299075,36.81705571268414,150.55583399999998,5.414555999999998,42782.78669999999,28,28,72,74,28,28,2016,2072,0.022579199999999997,0.0232064,1169.4,4677.0,5.414555999999998,150.55583399999998
5116,S/U,5x3,5.3,3.3,5x3,5.3,3.3,230.0,145.0,135.0,20.0,11.2,227.09348999999997,53.52287334593572,36.14486067272908,37.86480049897965,151.39566,5.231775,42819.10125,25,25,78,80,25,25,1950,2000,0.02184,0.0224,1133.46,4546.0,5.231775,151.39566
4916,S/U,5x3,5.3,3.3,5x3,5.3,3.3,205.0,155.0,140.0,20.0,11.2,227.18711925,53.54997353497164,36.16050382868184,37.526883442728,151.4580795,5.234423999999999,42837.222675,26,26,75,77,26,26,1950,2002,0.02184,0.0224224,1133.44,4597.5,5.234423999999999,151.4580795
5198,S/U,5x3,5.3,3.3,5x3,5.3,3.3,260.0,135.0,130.0,20.0,11.2,227.059443,53.98357655954631,36.13797715338085,37.97745695669223,151.372962,5.276807999999999,42856.208099999996,24,24,82,84,24,24,1968,2016,0.022041599999999998,0.022579199999999997,1143.48,4529.0,5.276807999999999,151.372962
5014,S/U,5x3,5.3,3.3,5x3,5.3,3.3,215.0,150.0,140.0,20.0,11.2,226.92325499999998,54.25457844990548,36.18428594925916,37.68393924337826,151.28216999999998,5.303297999999999,42858.675599999995,26,26,76,78,26,26,1976,2028,0.0221312,0.022713599999999997,1147.44,4569.0,5.303297999999999,151.28216999999998
5143,S/U,5x3,5.3,3.3,5x3,5.3,3.3,235.0,145.0,130.0,20.0,11.2,228.16313325,52.0323629489603,36.07497810221631,37.9534491725306,152.1087555,5.08608,42858.964875,24,24,79,81,24,24,1896,1944,0.0212352,0.0217728,1104.48,4554.5,5.08608,152.1087555
3669,S/U,5x3,5.3,3.3,5x3,5.3,3.3,155.0,175.0,170.0,20.0,11.2,224.72438625,58.8074102079395,35.4652764989929,35.684153453175696,149.8162575,5.74833,42914.977875000004,31,31,69,71,32,32,2139,2201,0.023956799999999997,0.024651199999999998,1274.32,4833.5,5.74833,149.8162575
4365,S/U,5x3,5.3,3.3,5x3,5.3,3.3,175.0,165.0,160.0,20.0,11.2,226.11463874999998,56.58519470699432,35.34166404642668,36.644670193829036,150.7430925,5.531111999999999,42940.329525,29,29,71,73,30,30,2059,2117,0.0230608,0.023710399999999996,1231.36,4709.5,5.531111999999999,150.7430925
3882,S/U,5x3,5.3,3.3,5x3,5.3,3.3,160.0,175.0,160.0,20.0,11.2,225.61811999999998,57.72340264650283,36.31808354925941,35.97664627788125,150.41207999999997,5.64237,42963.271499999995,30,30,70,72,30,30,2100,2160,0.023519999999999996,0.024191999999999998,1215.36,4805.0,5.64237,150.41207999999997
4228,S/U,5x3,5.3,3.3,5x3,5.3,3.3,170.0,170.0,155.0,20.0,11.2,226.31040899999994,56.58519470699432,36.28073838218067,36.45680238768545,150.87360599999997,5.531111999999999,42972.957899999994,29,29,71,73,29,29,2059,2117,0.0230608,0.023710399999999996,1192.88,4743.0,5.531111999999999,150.87360599999997
4698,S/U,5x3,5.3,3.3,5x3,5.3,3.3,190.0,160.0,150.0,20.0,11.2,227.70633599999996,54.146177693761814,35.190856949796824,37.19388851238561,151.80422399999998,5.292701999999999,42979.122899999995,27,27,73,75,28,28,1971,2025,0.0220752,0.02268,1184.4,4658.0,5.292701999999999,151.80422399999998
5055,S/U,5x3,5.3,3.3,5x3,5.3,3.3,220.0,150.0,135.0,20.0,11.2,228.45536999999996,52.8453686200378,36.12226417945686,37.81878405142302,152.30357999999998,5.16555,42983.167499999996,25,25,77,79,25,25,1925,1975,0.021559999999999996,0.02212,1119.96,4580.0,5.16555,152.30357999999998
4969,S/U,5x3,5.3,3.3,5x3,5.3,3.3,210.0,155.0,135.0,20.0,11.2,229.03416900000002,52.167863894139884,36.09911319524863,37.69408272782408,152.689446,5.099324999999999,43016.72025,25,25,76,78,25,25,1900,1950,0.021279999999999997,0.02184,1106.46,4610.0,5.099324999999999,152.689446
4066,S/U,5x3,5.3,3.3,5x3,5.3,3.3,165.0,170.0,165.0,20.0,11.2,226.0210095,57.72340264650283,35.40660542174864,36.225978871314446,150.68067299999998,5.64237,43030.419749999994,30,30,70,72,31,31,2100,2160,0.023519999999999996,0.024191999999999998,1253.34,4773.5,5.64237,150.68067299999998
3184,S/U,5x3,5.3,3.3,5x3,5.3,3.3,145.0,180.0,180.0,20.0,11.2,225.118764,59.83721739130434,34.70118860111343,35.09830265121671,150.079176,5.848992,43076.33639999999,32,32,68,70,33,33,2176,2240,0.0243712,0.025088,1331.28,4940.0,5.848992,150.079176
3687,S/U,5x3,5.3,3.3,5x3,5.3,3.3,155.0,190.0,125.0,25.0,18.2,227.27507399999996,56.53099432892249,40.455995330964384,35.65320066713413,151.51671599999997,5.525813999999999,43128.7023,28,28,73,76,23,23,2044,2128,0.022892799999999998,0.023833599999999996,1044.5,4893.5,5.525813999999999,151.51671599999997
4603,S/U,5x3,5.3,3.3,5x3,5.3,3.3,185.0,165.0,145.0,20.0,11.2,228.64262849999994,54.146177693761814,36.19022246887728,37.083590441249974,152.42841899999996,5.292701999999999,43135.17164999999,27,27,73,75,27,27,1971,2025,0.0220752,0.02268,1144.92,4694.0,5.292701999999999,152.42841899999996
5160,S/U,5x3,5.3,3.3,5x3,5.3,3.3,240.0,140.0,140.0,20.0,11.2,228.79584,54.20037807183365,35.09663581414037,38.00245942436006,152.53056,5.298,43165.74,25,25,79,81,26,26,1975,2025,0.02212,0.02268,1189.44,4560.0,5.298,152.53056
5176,S/U,5x3,5.3,3.3,5x3,5.3,3.3,245.0,140.0,135.0,20.0,11.2,229.66971299999997,52.682767485822296,34.988573524641396,38.070598610043064,153.11314199999998,5.149655999999999,43170.458699999996,24,24,80,82,25,25,1920,1968,0.021504,0.022041599999999998,1160.46,4567.5,5.149655999999999,153.11314199999998
4853,S/U,5x3,5.3,3.3,5x3,5.3,3.3,200.0,155.0,150.0,20.0,11.2,228.68234999999999,54.87788279773156,35.215221331692504,37.47844778767485,152.45489999999998,5.364225,43209.73875,27,27,74,76,28,28,1998,2052,0.022377599999999997,0.022982399999999997,1199.4,4635.0,5.364225,152.45489999999998
4081,S/U,5x3,5.3,3.3,5x3,5.3,3.3,165.0,185.0,120.0,25.0,18.2,228.64262849999994,55.24373534971644,40.65334855299596,36.1911157282738,152.42841899999996,5.399986499999999,43237.09192499999,27,27,74,77,22,22,1998,2079,0.022377599999999997,0.023284799999999998,1014.72,4834.5,5.399986499999999,152.42841899999996
3445,S/U,5x3,5.3,3.3,5x3,5.3,3.3,150.0,180.0,170.0,20.0,11.2,226.75302,58.8074102079395,35.4652764989929,35.46287343669961,151.16868,5.74833,43253.0835,31,31,69,71,32,32,2139,2201,0.023956799999999997,0.024651199999999998,1274.32,4914.0,5.74833,151.16868
5193,S/U,5x3,5.3,3.3,5x3,5.3,3.3,255.0,140.0,125.0,20.0,11.2,230.940801,51.73426086956521,36.03844836360702,38.161755529265136,153.960534,5.056941,43294.22745,23,23,82,84,23,23,1886,1932,0.021123199999999998,0.0216384,1099.5,4579.5,5.056941,153.960534
4489,S/U,5x3,5.3,3.3,5x3,5.3,3.3,180.0,165.0,155.0,20.0,11.2,229.20440399999998,55.392786389413985,35.269942532114655,36.93797547836255,152.802936,5.414555999999998,43344.56219999999,28,28,72,74,29,29,2016,2072,0.022579199999999997,0.0232064,1208.38,4728.0,5.414555999999998,152.802936
5184,S/U,5x3,5.3,3.3,5x3,5.3,3.3,250.0,140.0,130.0,20.0,11.2,230.3847,53.33317202268431,36.11746298525424,38.12365993950007,153.5898,5.213232,43350.020399999994,24,24,81,83,24,24,1944,1992,0.0217728,0.022310399999999998,1130.48,4574.0,5.213232,153.5898
3674,S/U,5x3,5.3,3.3,5x3,5.3,3.3,155.0,180.0,160.0,20.0,11.2,227.97871199999997,57.72340264650283,36.31808354925941,35.78966570810774,151.985808,5.64237,43356.703499999996,30,30,70,72,30,30,2100,2160,0.023519999999999996,0.024191999999999998,1215.36,4886.0,5.64237,151.985808
4369,S/U,5x3,5.3,3.3,5x3,5.3,3.3,175.0,170.0,150.0,20.0,11.2,229.59027,55.392786389413985,36.23826151299075,36.77105159778198,153.06018,5.414555999999998,43408.873199999995,28,28,72,74,28,28,2016,2072,0.022579199999999997,0.0232064,1169.4,4762.0,5.414555999999998,153.06018
5203,S/U,5x3,5.3,3.3,5x3,5.3,3.3,265.0,135.0,130.0,20.0,11.2,231.42597074999998,52.3575652173913,34.909002604985304,38.17976657836816,154.28398049999998,5.117868,43432.969724999995,23,23,83,85,24,24,1909,1955,0.0213808,0.021896,1156.48,4586.5,5.117868,154.28398049999998
4917,S/U,5x3,5.3,3.3,5x3,5.3,3.3,205.0,155.0,145.0,20.0,11.2,230.79326399999997,53.54997353497164,35.127420579613954,37.670018489374435,153.86217599999998,5.234423999999999,43438.24679999999,26,26,75,77,27,27,1950,2002,0.02184,0.0224224,1173.92,4649.0,5.234423999999999,153.86217599999998
5117,S/U,5x3,5.3,3.3,5x3,5.3,3.3,230.0,145.0,140.0,20.0,11.2,230.8783815,53.52287334593572,35.075226995435706,38.026392581662,153.91892099999998,5.231775,43449.91649999999,25,25,78,80,26,26,1950,2000,0.02184,0.0224,1175.44,4598.0,5.231775,153.91892099999998
4700,S/U,5x3,5.3,3.3,5x3,5.3,3.3,190.0,165.0,140.0,20.0,11.2,231.2642475,52.8453686200378,36.136123437662874,37.329387465624755,154.176165,5.16555,43451.31375,26,26,74,76,26,26,1924,1976,0.021548799999999996,0.0221312,1119.44,4710.0,5.16555,154.176165
4783,S/U,5x3,5.3,3.3,5x3,5.3,3.3,195.0,160.0,145.0,20.0,11.2,230.15771999999996,54.87788279773156,36.21527876126535,37.42149375736227,153.43847999999997,5.364225,43455.63374999999,27,27,74,76,27,27,1998,2052,0.022377599999999997,0.022982399999999997,1159.42,4673.5,5.364225,153.43847999999997
5015,S/U,5x3,5.3,3.3,5x3,5.3,3.3,215.0,150.0,145.0,20.0,11.2,230.58330749999996,54.25457844990548,35.15052325970249,37.833388214423906,153.72220499999997,5.303297999999999,43468.684349999996,26,26,76,78,27,27,1976,2028,0.0221312,0.022713599999999997,1188.42,4620.5,5.303297999999999,153.72220499999997
4070,S/U,5x3,5.3,3.3,5x3,5.3,3.3,165.0,175.0,155.0,20.0,11.2,229.3916625,56.58519470699432,36.28073838218067,36.34180643961709,152.927775,5.531111999999999,43486.50015,29,29,71,73,29,29,2059,2117,0.0230608,0.023710399999999996,1192.88,4826.0,5.531111999999999,152.927775
3883,S/U,5x3,5.3,3.3,5x3,5.3,3.3,160.0,175.0,165.0,20.0,11.2,228.79584,57.72340264650283,35.40660542174864,36.078666390968586,152.53056,5.64237,43492.8915,30,30,70,72,31,31,2100,2160,0.023519999999999996,0.024191999999999998,1253.34,4856.0,5.64237,152.53056
5144,S/U,5x3,5.3,3.3,5x3,5.3,3.3,235.0,145.0,135.0,20.0,11.2,232.030305,52.0323629489603,34.96774225803691,38.121414047268814,154.68687,5.08608,43503.4935,24,24,79,81,25,25,1896,1944,0.0212352,0.0217728,1146.96,4607.0,5.08608,154.68687
4229,S/U,5x3,5.3,3.3,5x3,5.3,3.3,170.0,170.0,160.0,20.0,11.2,229.59027,56.58519470699432,35.34166404642668,36.56819420480775,153.06018,5.531111999999999,43519.6014,29,29,71,73,30,30,2059,2117,0.0230608,0.023710399999999996,1231.36,4794.0,5.531111999999999,153.06018
5056,S/U,5x3,5.3,3.3,5x3,5.3,3.3,220.0,150.0,140.0,20.0,11.2,232.20054,52.8453686200378,35.05329919944832,37.974382019609436,154.80035999999998,5.16555,43607.362499999996,25,25,77,79,26,26,1925,1975,0.021559999999999996,0.02212,1161.44,4632.0,5.16555,154.80035999999998
4970,S/U,5x3,5.3,3.3,5x3,5.3,3.3,210.0,155.0,140.0,20.0,11.2,232.72826849999996,52.167863894139884,35.03083332155702,37.84331804839147,155.15217899999996,5.099324999999999,43632.40349999999,25,25,76,78,26,26,1900,1950,0.021279999999999997,0.02184,1147.44,4662.0,5.099324999999999,155.15217899999996
3898,S/U,5x3,5.3,3.3,5x3,5.3,3.3,160.0,190.0,120.0,25.0,18.2,231.156432,55.24373534971644,40.65334855299596,36.03075972383795,154.104288,5.399986499999999,43656.059175,27,27,74,77,22,22,1998,2079,0.022377599999999997,0.023284799999999998,1014.72,4914.0,5.399986499999999,154.104288
3450,S/U,5x3,5.3,3.3,5x3,5.3,3.3,150.0,185.0,160.0,20.0,11.2,229.90236750000003,57.72340264650283,36.31808354925941,35.558698060407345,153.268245,5.64237,43677.31275,30,30,70,72,30,30,2100,2160,0.023519999999999996,0.024191999999999998,1215.36,4966.0,5.64237,153.268245
4855,S/U,5x3,5.3,3.3,5x3,5.3,3.3,200.0,160.0,140.0,20.0,11.2,232.42751999999996,53.54997353497164,36.16050382868184,37.62965777288176,154.95167999999998,5.234423999999999,43710.6228,26,26,75,77,26,26,1950,2002,0.02184,0.0224224,1133.44,4688.0,5.234423999999999,154.95167999999998
4604,S/U,5x3,5.3,3.3,5x3,5.3,3.3,185.0,165.0,150.0,20.0,11.2,232.10691075,54.146177693761814,35.190856949796824,37.2101950976081,154.7379405,5.292701999999999,43712.552025,27,27,73,75,28,28,1971,2025,0.0220752,0.02268,1184.4,4745.5,5.292701999999999,154.7379405
5177,S/U,5x3,5.3,3.3,5x3,5.3,3.3,245.0,145.0,125.0,20.0,11.2,233.84047049999998,51.110956521739126,36.017990694224586,38.26402352854024,155.893647,4.996014,43719.62505,23,23,81,83,23,23,1863,1909,0.020865599999999998,0.0213808,1087.0,4622.0,4.996014,155.893647
5161,S/U,5x3,5.3,3.3,5x3,5.3,3.3,240.0,145.0,130.0,20.0,11.2,233.01766800000001,52.682767485822296,36.09646898032486,38.200572937446665,155.345112,5.149655999999999,43728.451199999996,24,24,80,82,24,24,1920,1968,0.021504,0.022041599999999998,1117.48,4615.0,5.149655999999999,155.345112
4492,S/U,5x3,5.3,3.3,5x3,5.3,3.3,180.0,170.0,145.0,20.0,11.2,232.677198,54.146177693761814,36.19022246887728,37.06326977733756,155.118132,5.292701999999999,43807.5999,27,27,73,75,27,27,1971,2025,0.0220752,0.02268,1144.92,4780.0,5.292701999999999,155.118132
3675,S/U,5x3,5.3,3.3,5x3,5.3,3.3,155.0,180.0,165.0,20.0,11.2,231.145083,57.72340264650283,35.40660542174864,35.887596285986874,154.096722,5.64237,43884.432,30,30,70,72,31,31,2100,2160,0.023519999999999996,0.024191999999999998,1253.34,4937.5,5.64237,154.096722
5088,S/U,5x3,5.3,3.3,5x3,5.3,3.3,225.0,150.0,135.0,20.0,11.2,233.64753749999997,53.52287334593572,36.14486067272908,38.09842235966736,155.76502499999998,5.231775,43911.4425,25,25,78,80,25,25,1950,2000,0.02184,0.0224,1133.46,4642.5,5.231775,155.76502499999998
4918,S/U,5x3,5.3,3.3,5x3,5.3,3.3,205.0,160.0,135.0,20.0,11.2,234.51573599999998,52.167863894139884,36.09911319524863,37.81875929609493,156.34382399999998,5.099324999999999,43930.31475,25,25,76,78,25,25,1900,1950,0.021279999999999997,0.02184,1106.46,4701.5,5.099324999999999,156.34382399999998
3887,S/U,5x3,5.3,3.3,5x3,5.3,3.3,160.0,180.0,155.0,20.0,11.2,232.06435199999999,56.58519470699432,36.28073838218067,36.18411186334358,154.709568,5.531111999999999,43931.9484,29,29,71,73,29,29,2059,2117,0.0230608,0.023710399999999996,1192.88,4908.0,5.531111999999999,154.709568
5194,S/U,5x3,5.3,3.3,5x3,5.3,3.3,255.0,140.0,130.0,20.0,11.2,234.992394,51.73426086956521,34.889644625387575,38.344289710047605,156.661596,5.056941,43969.49295,23,23,82,84,24,24,1886,1932,0.021123199999999998,0.0216384,1143.48,4633.0,5.056941,156.661596
4233,S/U,5x3,5.3,3.3,5x3,5.3,3.3,170.0,175.0,150.0,20.0,11.2,232.96659750000003,55.392786389413985,36.23826151299075,36.68346726687834,155.311065,5.414555999999998,43971.59445,28,28,72,74,28,28,2016,2072,0.022579199999999997,0.0232064,1169.4,4846.0,5.414555999999998,155.311065
4370,S/U,5x3,5.3,3.3,5x3,5.3,3.3,175.0,170.0,155.0,20.0,11.2,232.96659750000003,55.392786389413985,35.269942532114655,36.88793194722261,155.311065,5.414555999999998,43971.59445,28,28,72,74,29,29,2016,2072,0.022579199999999997,0.0232064,1208.38,4813.5,5.414555999999998,155.311065
5118,S/U,5x3,5.3,3.3,5x3,5.3,3.3,230.0,150.0,130.0,20.0,11.2,234.9243,52.0323629489603,36.07497810221631,38.205738271804044,156.6162,5.08608,43985.825999999994,24,24,79,81,24,24,1896,1944,0.0212352,0.0217728,1104.48,4652.0,5.08608,156.6162
5016,S/U,5x3,5.3,3.3,5x3,5.3,3.3,215.0,155.0,135.0,20.0,11.2,234.4873635,52.8453686200378,36.12226417945686,37.99866171313552,156.324909,5.16555,43988.499749999995,25,25,77,79,25,25,1925,1975,0.021559999999999996,0.02212,1119.96,4674.0,5.16555,156.324909
5204,S/U,5x3,5.3,3.3,5x3,5.3,3.3,265.0,140.0,120.0,20.0,11.2,235.786824,50.67735349716446,35.96998569195716,38.38974304874624,157.191216,4.9536299999999995,44003.752499999995,22,22,84,86,22,22,1848,1892,0.0206976,0.021190399999999998,1079.52,4642.0,4.9536299999999995,157.191216
4071,S/U,5x3,5.3,3.3,5x3,5.3,3.3,165.0,175.0,160.0,20.0,11.2,232.66868624999995,56.58519470699432,35.34166404642668,36.44912428643464,155.11245749999998,5.531111999999999,44032.670775,29,29,71,73,30,30,2059,2117,0.0230608,0.023710399999999996,1231.36,4877.5,5.531111999999999,155.11245749999998
4701,S/U,5x3,5.3,3.3,5x3,5.3,3.3,190.0,165.0,145.0,20.0,11.2,234.82215899999994,52.8453686200378,35.10373672130057,37.46182701558187,156.54810599999996,5.16555,44044.29899999999,26,26,74,76,27,27,1924,1976,0.021548799999999996,0.0221312,1159.42,4762.0,5.16555,156.54810599999996
4784,S/U,5x3,5.3,3.3,5x3,5.3,3.3,195.0,160.0,150.0,20.0,11.2,233.69860800000004,54.87788279773156,35.215221331692504,37.554897076859305,155.79907200000002,5.364225,44045.78175,27,27,74,76,28,28,1998,2052,0.022377599999999997,0.022982399999999997,1199.4,4725.0,5.364225,155.79907200000002
5199,S/U,5x3,5.3,3.3,5x3,5.3,3.3,260.0,140.0,125.0,20.0,11.2,235.46905199999998,52.3575652173913,36.058443739187574,38.37431771963152,156.979368,5.117868,44106.8166,23,23,83,85,23,23,1909,1955,0.0213808,0.021896,1112.0,4638.0,5.117868,156.979368
5057,S/U,5x3,5.3,3.3,5x3,5.3,3.3,220.0,155.0,130.0,20.0,11.2,236.07054899999997,51.3819584120983,36.052972498315846,38.136332303828524,157.38036599999998,5.022503999999999,44116.47029999999,24,24,78,80,24,24,1872,1920,0.0209664,0.021504,1091.48,4685.0,5.022503999999999,157.38036599999998
4606,S/U,5x3,5.3,3.3,5x3,5.3,3.3,185.0,170.0,140.0,20.0,11.2,235.571193,52.8453686200378,36.136123437662874,37.33399354970765,157.047462,5.16555,44169.138,26,26,74,76,26,26,1924,1976,0.021548799999999996,0.0221312,1119.44,4797.0,5.16555,157.047462
3451,S/U,5x3,5.3,3.3,5x3,5.3,3.3,150.0,185.0,165.0,20.0,11.2,233.051715,57.72340264650283,35.40660542174864,35.65248399207871,155.36781,5.64237,44202.204,30,30,70,72,31,31,2100,2160,0.023519999999999996,0.024191999999999998,1253.34,5018.0,5.64237,155.36781
3679,S/U,5x3,5.3,3.3,5x3,5.3,3.3,155.0,185.0,155.0,20.0,11.2,234.31145400000003,56.58519470699432,36.28073838218067,35.983450513169416,156.207636,5.531111999999999,44306.4654,29,29,71,73,29,29,2059,2117,0.0230608,0.023710399999999996,1192.88,4989.0,5.531111999999999,156.207636
4856,S/U,5x3,5.3,3.3,5x3,5.3,3.3,200.0,160.0,145.0,20.0,11.2,236.05919999999998,53.54997353497164,35.127420579613954,37.768948364682075,157.37279999999998,5.234423999999999,44315.902799999996,26,26,75,77,27,27,1950,2002,0.02184,0.0224224,1173.92,4740.0,5.234423999999999,157.37279999999998
4493,S/U,5x3,5.3,3.3,5x3,5.3,3.3,180.0,170.0,150.0,20.0,11.2,236.149992,54.146177693761814,35.190856949796824,37.1857810376208,157.433328,5.292701999999999,44386.39889999999,27,27,73,75,28,28,1971,2025,0.0220752,0.02268,1184.4,4832.0,5.292701999999999,157.433328
5162,S/U,5x3,5.3,3.3,5x3,5.3,3.3,240.0,145.0,135.0,20.0,11.2,236.96711999999997,52.682767485822296,34.988573524641396,38.370971623166575,157.97807999999998,5.149655999999999,44386.693199999994,24,24,80,82,25,25,1920,1968,0.021504,0.022041599999999998,1160.46,4668.0,5.149655999999999,157.97807999999998
5178,S/U,5x3,5.3,3.3,5x3,5.3,3.3,245.0,145.0,130.0,20.0,11.2,237.87220274999999,51.110956521739126,34.86983908860599,38.4409778481831,158.5814685,4.996014,44391.58042499999,23,23,81,83,24,24,1863,1909,0.020865599999999998,0.0213808,1130.48,4675.5,4.996014,158.5814685
4373,S/U,5x3,5.3,3.3,5x3,5.3,3.3,175.0,175.0,145.0,20.0,11.2,236.34292499999998,54.146177693761814,36.19022246887728,37.002262243351716,157.56195,5.292701999999999,44418.55439999999,27,27,73,75,27,27,1971,2025,0.0220752,0.02268,1144.92,4865.0,5.292701999999999,157.56195
4075,S/U,5x3,5.3,3.3,5x3,5.3,3.3,165.0,180.0,150.0,20.0,11.2,235.94570999999996,55.392786389413985,36.23826151299075,36.55413508868285,157.29713999999998,5.414555999999998,44468.11319999999,28,28,72,74,28,28,2016,2072,0.022579199999999997,0.0232064,1169.4,4929.0,5.414555999999998,157.29713999999998
3888,S/U,5x3,5.3,3.3,5x3,5.3,3.3,160.0,180.0,160.0,20.0,11.2,235.33286399999997,56.58519470699432,35.34166404642668,36.28728371021825,156.88857599999997,5.531111999999999,44476.700399999994,29,29,71,73,30,30,2059,2117,0.0230608,0.023710399999999996,1231.36,4960.0,5.531111999999999,156.88857599999997
5195,S/U,5x3,5.3,3.3,5x3,5.3,3.3,255.0,145.0,120.0,20.0,11.2,239.18868675,50.08114933837429,35.95049563633284,38.53494822972315,159.4591245,4.895352,44515.365525,22,22,83,85,22,22,1826,1870,0.0204512,0.020943999999999997,1067.52,4687.5,4.895352,159.4591245
4786,S/U,5x3,5.3,3.3,5x3,5.3,3.3,195.0,165.0,140.0,20.0,11.2,237.35014875,53.54997353497164,36.16050382868184,37.693327067495126,158.2334325,5.234423999999999,44531.060925,26,26,75,77,26,26,1950,2002,0.02184,0.0224224,1133.44,4777.5,5.234423999999999,158.2334325
4234,S/U,5x3,5.3,3.3,5x3,5.3,3.3,170.0,175.0,155.0,20.0,11.2,236.34292499999998,55.392786389413985,35.269942532114655,36.79621887222413,157.56195,5.414555999999998,44534.31569999999,28,28,72,74,29,29,2016,2072,0.022579199999999997,0.0232064,1208.38,4898.0,5.414555999999998,157.56195
4919,S/U,5x3,5.3,3.3,5x3,5.3,3.3,205.0,160.0,140.0,20.0,11.2,238.23820800000004,52.167863894139884,35.03083332155702,37.96409582895327,158.82547200000002,5.099324999999999,44550.72675,25,25,76,78,26,26,1900,1950,0.021279999999999997,0.02184,1147.44,4754.0,5.099324999999999,158.82547200000002
5185,S/U,5x3,5.3,3.3,5x3,5.3,3.3,250.0,145.0,125.0,20.0,11.2,238.612725,51.73426086956521,36.03844836360702,38.4955991689976,159.07515,5.056941,44572.88145,23,23,82,84,23,23,1886,1932,0.021123199999999998,0.0216384,1099.5,4682.0,5.056941,159.07515
5017,S/U,5x3,5.3,3.3,5x3,5.3,3.3,215.0,155.0,140.0,20.0,11.2,238.26941774999997,52.8453686200378,35.05329919944832,38.1505823388357,158.84627849999998,5.16555,44618.842124999996,25,25,77,79,26,26,1925,1975,0.021559999999999996,0.02212,1161.44,4726.5,5.16555,158.84627849999998
4702,S/U,5x3,5.3,3.3,5x3,5.3,3.3,190.0,165.0,150.0,20.0,11.2,238.3800705,52.8453686200378,34.13437368131609,37.59130999607477,158.92004699999998,5.16555,44637.28425,26,26,74,76,28,28,1924,1976,0.021548799999999996,0.0221312,1199.4,4814.0,5.16555,158.92004699999998
5119,S/U,5x3,5.3,3.3,5x3,5.3,3.3,230.0,150.0,135.0,20.0,11.2,238.839705,52.0323629489603,34.96774225803691,38.370216688307984,159.22647,5.08608,44638.3935,24,24,79,81,25,25,1896,1944,0.0212352,0.0217728,1146.96,4705.0,5.08608,159.22647
5205,S/U,5x3,5.3,3.3,5x3,5.3,3.3,265.0,140.0,125.0,20.0,11.2,239.997303,50.67735349716446,34.7773353812679,38.58134594955343,159.998202,4.9536299999999995,44705.498999999996,22,22,84,86,23,23,1848,1892,0.0206976,0.021190399999999998,1124.5,4696.5,4.9536299999999995,159.998202
4085,S/U,5x3,5.3,3.3,5x3,5.3,3.3,165.0,190.0,120.0,25.0,18.2,238.3800705,53.90227599243856,39.45123572169178,36.50482274620632,158.92004699999998,5.268860999999999,44735.42969999999,26,26,75,78,22,22,1950,2028,0.02184,0.022713599999999997,1026.72,4988.0,5.268860999999999,158.92004699999998
5058,S/U,5x3,5.3,3.3,5x3,5.3,3.3,220.0,155.0,135.0,20.0,11.2,239.940558,51.3819584120983,34.94641206392719,38.29451945502213,159.960372,5.022503999999999,44761.4718,24,24,78,80,25,25,1872,1920,0.0209664,0.021504,1133.46,4738.0,5.022503999999999,159.960372
